,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
252,0.12339210510253906,0.0017860404836235278,0.005374590555826823,0.0005181700539261201,8,log2,4,2,50,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.7021396332755113,0.7086916783080334,0.7110339214202059,0.7072884110012502,0.0037642139286468697,280
253,0.24737373987833658,0.0030139024693318895,0.008333126703898111,0.0004722696469970464,8,log2,4,2,100,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.7020712278896022,0.7042298180995527,0.7200003225221164,0.7087671228370903,0.00799180660828638,262
254,0.4901060263315837,0.0030366512344433424,0.012998819351196289,1.6970758838703332e-06,8,log2,4,2,200,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.7062681770326056,0.7122786835859005,0.7199795830360837,0.7128421478848632,0.005611819827246055,217
255,0.724153995513916,0.0012929856539654037,0.01933439572652181,0.0004708103677793025,8,log2,4,2,300,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.7043593384398404,0.7055434727799202,0.7184973757325837,0.7094667289841148,0.006403903968443137,253
256,0.12347022692362468,7.26216712707994e-05,0.005667686462402344,0.0009398783959325494,8,log2,4,5,50,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.7021396332755113,0.7086916783080334,0.7110339214202059,0.7072884110012502,0.0037642139286468697,280
257,0.2470686435699463,0.0004077289523179173,0.008337736129760742,0.0004712029827530087,8,log2,4,5,100,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.7020712278896022,0.7042298180995527,0.7200003225221164,0.7087671228370903,0.00799180660828638,262
258,0.49024446805318195,0.002624499274614469,0.013330380121866861,0.0004677181231369352,8,log2,4,5,200,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.7062681770326056,0.7122786835859005,0.7199795830360837,0.7128421478848632,0.005611819827246055,217
259,0.7298401991526285,0.0042719383419204515,0.018667300542195637,0.0004704151158071394,8,log2,4,5,300,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.7043593384398404,0.7055434727799202,0.7184973757325837,0.7094667289841148,0.006403903968443137,253
260,0.12451052665710449,0.0009500171354909705,0.004997730255126953,3.0594470588239285e-06,8,log2,4,10,50,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.7021396332755113,0.7086916783080334,0.7110339214202059,0.7072884110012502,0.0037642139286468697,280
261,0.24648086229960123,0.000578662547941858,0.00833431879679362,0.00047176598353818435,8,log2,4,10,100,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.7020712278896022,0.7042298180995527,0.7200003225221164,0.7087671228370903,0.00799180660828638,262
262,0.49109339714050293,0.0019153696622409724,0.013333559036254883,0.00047120177640471074,8,log2,4,10,200,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.7062681770326056,0.7122786835859005,0.7199795830360837,0.7128421478848632,0.005611819827246055,217
263,0.7290441989898682,0.003765702688520507,0.01867071787516276,0.0004741821016378552,8,log2,4,10,300,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.7043593384398404,0.7055434727799202,0.7184973757325837,0.7094667289841148,0.006403903968443137,253
264,0.15452162424723306,0.0018798318387638964,0.005667289098103841,0.0004719323117259841,8,log2,8,2,50,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.7229865842835306,0.729092326777968,0.7342427302662896,0.7287738804425961,0.004600815989052337,163
265,0.30873314539591473,0.0016445649316124266,0.009001016616821289,1.877309769156411e-06,8,log2,8,2,100,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 100}",0.7225329023842524,0.7333417640172828,0.7366171256878469,0.7308305973631274,0.006017796107661852,151
266,0.6189661820729574,0.0006499779743377983,0.015663941701253254,0.0004754748885842963,8,log2,8,2,200,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 200}",0.7220442662449119,0.7357143996648324,0.7404068073326261,0.7327218244141235,0.007789409852394238,136
267,0.9200654029846191,0.00173342057004293,0.022840499877929688,0.0006323146897499949,8,log2,8,2,300,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 2, 'n_estimators': 300}",0.7201544562372657,0.7385472679385318,0.7413472626522798,0.7333496622760257,0.009400180473560121,132
268,0.15604480107625326,0.002464328174984206,0.006001790364583333,1.6556315943399795e-06,8,log2,8,5,50,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.7229865842835306,0.729092326777968,0.7342427302662896,0.7287738804425961,0.004600815989052337,163
269,0.309844175974528,0.0012805356654200393,0.009505033493041992,0.00041172769433439453,8,log2,8,5,100,"{'max_depth': 8, 'max_features': 'log2', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.7225329023842524,0.7333417640172828,0.7366171256878469,0.7308305973631274,0.006017796107661852,151
